Text,Emotion
@MathewDavid iknowww! Not many people know about it tho. So I like to keep it my little secret,happiness
@BabyPatches I had a very good day - lots of stretching and sleeping in the sun,happiness
@babygirlparis all ur pic it's so nice  look so cute..oh!!,happiness
"@DjChino102Jamz  I just got through doing my work now I can take the whole day off, its great being your own boss",happiness
My laptop grew speakers. Now I can watch Charlie with the sound on,happiness
Migrating a Sybase ASE SPARC Sun Solaris based into a Solaris x86 based. That should be fun,happiness
up and reading the (maltese) sunday newspaper over coffee... Aaaah.. Glorious Sundays,happiness
"D-group Saturday's, with a little bit of football, an hour nap, 3 hours of soccer, basketball in the TSU and Yogurtland... Life's Good",happiness
"No Evidence, No Conviction ! Absolutely hilarious.. Makes my day every time  http://bit.ly/lrolJ",happiness
"@jerricklim LOL YES! took me awhile to get accustomed to it. now back apple v, a, x, c! btw, apple up &amp; down still is home and end.",happiness
Me and the calculator made lots of little algebra babies today,happiness
"If anyone needs help with images, let me know and i will convo you the forum's link",happiness
I get to drive my dad to the airport so he can fly to Vegas for the WSOP... I wanna go to Vegas...,happiness
haha gunna go buy a whole bunch of emo/punk clothes,happiness
@juliepilat great show,happiness
&quot;I will stumble.. I will fall down... But I will not be moved  &quot;,happiness
dad's posting got postponed ONE HOUR before he was meant to leave. either going to afganistan or NOWHERE. i'm sorta happy  but he's gutted,happiness
@kadi707 RUDE! going cabin drinking without lizlove!  but im am proud momma that you finally learned how to properly TWIT,happiness
@billbergstrom Looks like a great time!  Happy Birthday to the bd girl,happiness
Good Morning Tweeters... Happy Monday!  Grab a big cup of coffee it's a new week,happiness
I am having the TIME of my LIFE,happiness
@e__O lol but tiz a good song,happiness
i love the dreambears!.. i want a gay best friend!,happiness
"@bookaliciouspam Hey welcome to VA, LOL.  It's muggy up here by DC too.  Worst part of summer I'd say",happiness
I actually got a bit of a tan today haha sadly will be working all weekend won't get a chance to enjoy the glorious sunrays boo,happiness
my laptop my laptop!!!! taking sooooooooooo long to load fdms myspace page,happiness
Morning everybody,happiness
@sandsP Thanks for the FollowFriday suggestion!,happiness
"So I got up, went outside planted a few flowers and watched a lee evans DVD. Who knew bank holidays were so fun",happiness
"but i didnt  krystal spent the night last night..i dnt think i posted that. but ya, we laughed a lot. SQUIRREL! &amp; HOUSE! new inside jokes.",happiness
@CherryBlossoms4 YEYYYY MADDY IS FABULOUSSSSSS GOD BLESS HER,happiness
Just got $200 of my Macbook,happiness
attics to eden out today !,happiness
"took a math test today. The day before the test, the teacher says bring your calculator. Luke was confident. Teacher decided no calcs.",happiness
Celebrated Mother's Day with the best lamb roast lunch followed by a box of Cadbury's shared around the table. It was a wonderful day,happiness
@adonkim Sounds like a nice relaxing afternoon. I have to mow the lawn and walk the dog,happiness
@piyush_ranjan Did I ever mention what a nice and awesome dude you are?,happiness
"barely awake, eating breakfast.. marathon morning!   Good luck to all the racers, and happy Mother's Day!",happiness
"@mynewgroove I said I wouldn't drink tonight, but I say this as I drink this Sam Adams",happiness
partying in the study room,happiness
"Actually a great start to the day, hope it continues  getting my new american oversized bed in the evening!",happiness
Guess I was too late  #sigjeans,happiness
[Sarah Mcglaclan song in background] Please donate to jpnnbak' fund of &quot;Dinero for the cable bill&quot; think of how you will make her,happiness
@donnyosmond Very excited as we have just booked tickets to Vegas (we live in the UK) can't believe the  price of the show tickets,happiness
Off for a bit of a motorcycle trip today!,happiness
@whatswithinu I'm very much in tune with your words today. Thanks.,happiness
@saramcdonald23 soooo jelous of you right now,happiness
@caltort i have tried the Teriyaki - no cookie tho!  we got (non winning) Pop-tarts with it.  All was great!,happiness
"@RealHughJackman You were absolutely amazing in the Wolverine  you're sooo beautiful !! you're also such an amazing person, i look up to u",happiness
"@VeritasUnae Ahh that's fun  I had work last night, a party after, went to the movies today to see Wolverine. Was a good weekend",happiness
Had a great weekend with John-back to work for 3 days then going to Illinois on Thurs &amp; Fri for more Gigs with John,happiness
"@catatonickid @YogaChicky  @shiv379 Shiv, his place, slowly I hope",happiness
"for some strange reason, 'paranoid' sounds like U2. but i love them too, so it's aaaaall good.",happiness
"NEW LOGO! for all the Web, Cheak it!...gAllethOo",happiness
Burnt Agenn  Nice Day Tho  xxx,happiness
LMAO Twitting... thats never gonna get old haha!,happiness
I forgot I have lumpia and pancit in my fridge from last night! Yay,happiness
Off to bed - I have a hot date with Sudoku and maybe a chapter or two reading if I can stay awake that long. Have a great night tweeps!,happiness
Time to snuggle up in bed with the electric blankie on,happiness
finally got out of a 12 km traffic jam. we'll probably not be able to make it in time for a few laps tonight,happiness
@Kitty4Peace how fun!  where is the twitpic! I had purple hair once...,happiness
Ushers: You guys made Mother's Day really awesome today! Thanks for coming in early to prep the surprise gifts for all our moms!!,happiness
no clubs...no parties...ive spent my friday and saturday night workin on music and am quit content,happiness
"To all my friends: Im deeply sorry i'm moving, i will miss u all so very very much!",happiness
@DesiznTech thanks  glad you like it,happiness
With my jordie for a little bit,happiness
"Okay so yesterday was good went food shopping, cooked some chicken tacos and bakes some cookies!!!  Now I am back at work.",happiness
"@Mollieandme Hello, you are sooo awesome!! Dont ever stop what your doing haha, You make me fall off my chair laughing  x",happiness
"Picked up a Jesse Lacey/Kevin Devine/Grace Read bootleg off the net from their acoustic tour, it's really good",happiness
Living my life,happiness
@souljaboytellem will u say shoutout to NIKKI!!! please   (Soulja Boy Tell 'Em LIVE live &gt; http://ustre.am/2UhS),happiness
FRIDAY so freakin happy today was an annoying day  buuut WEEKEND! TGIF&lt;3,happiness
@officialTila tilaaa just make you feel so special  haha haters now days,happiness
"@AClockworkToad I will take lots of pics! it is really pretty there, lots of palm trees.",happiness
Jon made one of the greatest dinners ever: roast pork tenderloin on a bed of wild rice on a bed of mixed greens &amp; yummy sauce. No wine,happiness
Last week I had 516 hits on my guinea pig pictures on webshots! And I didn't even promote them! Way to go,happiness
@kyleandjackieo what about Your Body by Tom Novy or Voodoo Child by Rogue Traders. They are from 04/05. Good memories from these songs,happiness
death cab for cutie and slouchy barets  its a good way to start the day.,happiness
picture to burn - taylor swift!    great song!,happiness
"@dorothyjburt very well, nothing flash - but different to chocolate 4 a change. good 2 meet U yesterday  gr8 atmosphere &amp; discussion",happiness
Back in New Mexico again! Happy Mothers day to you mothers out there!,happiness
"Pegel..cape ya keliling kuil..but,totally awesome!was amazed by the temple,culture,ambience..truly amazing thailand",happiness
munchin BACON BUTTIES! woohoo!!  my faves!!!,happiness
just had cheese on toast with ham (: about to get ready to go to LONDON!,happiness
cookies and milk to make me feel better. thanks babe. still recuperating from last night.   http://yfrog.com/13izrj,happiness
@sneadles What a great picture!  We won tons of money that day.  (       ),happiness
@AkashaTheKitty I've read about those. They're cool. You should definitely get one,happiness
@daniamiwa Were you at the parade yesterday at Powderhorn? Guessing Ava and Bella were similarly mesmerized by the whimsical fairyness,happiness
@caldjr yeh me 2,happiness
ooo how i love a bank holiday  x,happiness
On our way to take photos at the park,happiness
Good Morning everyone! Enjoy your day! Thinking of all my tweet friends,happiness
why do i have to wake up so early goddam?! 7.30 on my last day off  bummer,happiness
@TheSUPERGIRL Extremely excited! i'm 15 days behind you,happiness
@mmurray Hearing that my songs brighten someone's day always makes ME grin.,happiness
Star trek was good times.,happiness
Finally off work!!!,happiness
Chatted with my old schoolmates. Awww  I miss my Highschool.,happiness
@MariahCarey &quot;VISION OF LOVE&quot; Play now &quot;i had the vision of luv n it was aaaaaoOUoOuoOUU that u..turn out..toOoo&quot; Mariah this ur part,happiness
show time baby! bye bye for now Tweeters,happiness
"@R1CC1 that's funny...well, i'll say bye again b/c i'm really THAT delirious...lol... i worked 13 hrs i think...crazy...anyhoo bye lady!",happiness
"@RealBillBailey good moring mr bailey, it is my birthday today",happiness
"Huge test at the parents' house. The food is so good, but stuck to one helping, no seconds. Feels good.",happiness
"what up world im just chillin, bout to go get this money!! But in this economy no money is easy money anymore",happiness
Always thinking about to look for a good place to appericiate everyone who supports me on every site I joined,happiness
"@jensen_ackles New to Twitter. New to Supernatural - im only 1 day old :0) Jst ordered 1st season, after seein 1 gud random ep lastnte",happiness
?ang cho con hamster m?p t?p th? d?c b?ng cï¿½ch: b? vï¿½o banh ch?y lï¿½ng vï¿½ng trong phï¿½ng,happiness
is having fun with the traditional family dinner party for Mother's Day...,happiness
"@jordansgirl81 they can be a drag,,but for the most part they come in HANDY  hee hee",happiness
wish my nicky were home too,happiness
I did that once,happiness
Strawberry margaritas + baked stuffed shrimp =,happiness
@deauxboi LOL...he was cool! shoooooot...,happiness
@ubernostrum I really ought to pay more attention to my phone tweets... Sure! The more moives the better.,happiness
@aub311 Dang me too! It's only a 4 hour drive! Too bad it's my daughters 1st bday party  it's hosted by Donnie,happiness
the last song all american rejects.......... an amazing song,happiness
... We are playing an acoustic set @ Styles Bar today @ 3!!! Hope to see you there  ...,happiness
Whoooooo! Spcn 2009!  ready to cheer for @Dariane!,happiness
I am now Vice President of Social and Cultural Affairs at Southwestern College,happiness
Yay! Just bought American Dad Volume 4  also seen Australia is out on DVD. Could be a lot cheaper than going...,happiness
"@paulawhite yep,  looking forward to it!",happiness
watchin what a girl wants with mom and brittany..,happiness
lmao...ummmm nothing...,happiness
Is listening to P!nk tunage and trying to teach my cat to dance to it... I think she's getting it we can be backing dancers by next tour,happiness
"alright, so day was going well, but got home, and all my potato salad was gone",happiness
"i need to see @betsycon7...now! someone buy me a plane ticket, please?",happiness
Gooood morning!,happiness
"@Turch Aww, congrats to the family. ;) Send me piccies in the email!",happiness
"Watching Nemecek go on her computer, fun!  Lol I keed!  Norms was fun",happiness
The Eagles make saturday nights so much better.,happiness
"Not going to Suffolk tomorrow.   However, now MB &amp; I are planning a picnic on the Mall with friends Neil &amp; Jodi.",happiness
10 more days to go for Freedom!!!!!! Damn these xams!!,happiness
@peacelovekelly and we will all eat it and be happy,happiness
Going into town later to get myself a birthday present.  An iPod Touch will do nicely I think,happiness
Buenos Dias mundo de Twitter  eating b-fast and watching &quot;sex on fire&quot; video b4 I go to work !,happiness
"Hey David! Gone on the Eye yet? It's my birthday, and you singing @ Ipswitch-best present ever! Have fun breakfast hunting!",happiness
"@marano2288 aww, thanks babe!  you and yours have plans for tomorrow?",happiness
good morning twiggas and twitches  http://bbltwt.com/sciif getcha motivation on,happiness
If I smile at you will you follow me please lol,happiness
"@pandalion WOW! Totally awesome! Action Guinea Pigs! Want to go and see it now, NOW! Do you think we'd be allowed to take Lance?",happiness
@thatswhack74 aww that's sweet! i made a home made card and i wrote her a song...   it wasn't that much but oh well..,happiness
@aimeesays aww i hope it does fly by because JT episodes are usually really good (and it's early but so far this ep hassn't disappointed),happiness
Today is another good day for some less extreme experiences... Anyone a fan of #24? I'm watching season 4 now,happiness
&quot;leave the pieces&quot; - the wreckers... hmm,happiness
@AmyQcoocachoo THANK YYYYYYYYYOOOOOOOOOOUUUUU!,happiness
"crap. have to break my &quot;no work in weekend&quot; rule  so much overloaded with work. aargh, hate it!",happiness
Just had the best shower ever  Still completely deaf in one ear but kinda getting used to it now!! Gonna watch 'the women' now!,happiness
"Ready to celebrate the weekend! oh wait, I have 15 more minutes",happiness
yum - mother's day lunch at The Food Business in Burnside was delicious! such a gorgeous day,happiness
"houstatlantavegas, sooner than later, nov. 18th, a night off, successful . over and over for the last 2837 hours - heavennn",happiness
Oh joy its gong to be a long weekebd... Yipee :*Â¡,happiness
"@youngandfoodish thank you  saw your comment on the chew aerobics, really tickled me",happiness
@Pink congradts on ur show  Even tho i wasnt there lol,happiness
"@paula_mcfly Haha! Yeah, I heard they that Leicester won  I was home by my self, with a movie, some candy and a pizza.. ! Amazing evening",happiness
@tagscats thanks! You know that happens once in awhile,happiness
"Lady Gaga - Poker face (acoustic)  is really really good, she really can sing",happiness
"@algibbs thanks for that, now i learned something new today  enjoy.",happiness
@ToffeeTFB It *was* a great day.,happiness
i really wanna play....,happiness
finally having my cup of coffee!!!,happiness
@30SECONDSTOMARS Itï¿½s NO voting vs anything - simple but true: yr *Stronger* cover is the BEST - w/o me *looking through pink glasses*!,happiness
"http://twitpic.com/4woxi - Btw, concert was freaking awesome",happiness
nice weather..looks like its going to rain here in # Delhi.,happiness
@mileycyrus HI!  I'm Eunice Kyna! I'm a HUGE fan of yours! Can't wait for your next album! ;),happiness
@kiitzyy I think so hahah geez lady 3 hours ago?? Go to bed!! Lack of sleep is bad for your skin!,happiness
I'll get my new laptop in 10 more days! Excited! It is Dell Inspiron - core2duo 2.0GHz - 4GB DDR2 - 250GB hdd - 15.6 inches screen,happiness
Such a beautiful morning,happiness
@jjkraal Thanks! Fotoreportage coming soon,happiness
woah! I Love the new twitter app! So many new things to do. just got finished watching Jon4Lakers video on this and it was good.,happiness
"@wanderinghope hehe, thanks! that had everyone in my class laughing too.",happiness
"@SamBennington  Welcome to Twitter  It's really cool that you are here! Greetings from Vienna,Austria",happiness
"Watching the best movie ever: The NeverEnding Story!  I wish my babbby was with me, though.",happiness
"i like this new trend ,  who's next ? http://tinyurl.com/qcy8d4",happiness
@spookygirl what a great project!!! Wish I could have done that with DD1. She's too old now.,happiness
i finally found the perfect matte lcd cleaner!! i-nix screen cleaner ftw!,happiness
"Photo: Got my prints a few days ago, ready for the NorskArt exhibition  http://tumblr.com/xht1phgl3",happiness
first night sleeping in my new home,happiness
"Wow, Hugh Jackman TOTALLY bulked up for Wolverine. So so movie...but helloooo nurse! He's dreeaamy  Yup, my crushed spirit is on the mend.",happiness
its gonna be a beautiful day!,happiness
home! tonight was so much fun! goodnight twitterbugs!,happiness
@mirnygirly If it doesn't work out drop me a line. I would love to talk with you more about this,happiness
"@grentone If you have specific questions, let me know. Always good to have them when writing stuff. Well, I am off  Have fun!",happiness
Sooo readyyy for the summerr babyyyy!!!!!!!!!,happiness
@vogleratmizzou yay about breaking 200!,happiness
finally got my own set of keys for the store. how should i celebrate?,happiness
On my way home. I think i am over him,happiness
@Sopphue i foot think it will let you since it.s international  but we have twitter haha,happiness
"Played some Mythic Brawl in order to get a good screenshot. Instead, I got a Perfection!",happiness
After work....Hillcats game!   .25 cent hot dogs haha,happiness
Pretty happy with how things have changed over the past 2 months...definitely for the best,happiness
Anthony's pretty wicked too.,happiness
i would take the ???s out the sky for you,happiness
watching a movie and rocking my baby kitty who is asleep in my sling hanging from my neck. So cute,happiness
Got the BrainBone daily question right!  - http://tinyurl.com/c9ryqc,happiness
I'm learning the guitar very quickly. It's coming naturally,happiness
working!   I am so ready to go.,happiness
"just missing you&amp;hoping to talk to you soon..I'm so happy you're mine again, though  You have no idea..&lt;3",happiness
"Just been playing some pacman on the box......a few achvs,taking my GS to exactly 47000........nice",happiness
"@faeriegal713 Yep, finished, chocked full of spelling and grammatical errors, but I'm cleaning it up tomorrow and popping it up  hehe",happiness
&quot;I love knowledge. I love thinkin. Fressshman. Fressshman.&quot; pellericious math song,happiness
@ggw_bach Thank you for YOUR positive energy + contributions here!,happiness
@DebbieZachry very relaxing thank you. Hope you get to put your feet up tomorrow and enjoy the day,happiness
Apparently it's #starwarsday,happiness
"leaving work, going to crystal to search for her license, picking her and bia up, then heading to vegas. ugh i'm tired already",happiness
I read some pretty awesome web comics today. And there's nothing really good on woot today  http://myloc.me/20gf,happiness
love it when jonas brothers are in the trending topics. maybe taylors turn next,happiness
@Buddhistethics  congratulations  were you being mindful through the run as well or / and listening to music?,happiness
@nizhonipetphoto i wannna go   i wanna go anywhere but jersey,happiness
"@rkuang i know, right? i'm super-excited - i told y'all this is the busiest time of year for me",happiness
Finally gonna try and fall asleep goodnight.. More like morn... I sleeP,happiness
those secondary school cooking lessons came to good use today. I made shepherd's pie for my mama.,happiness
@DEWz_PingPong Awww I'm teaching my son (when I have one) those manners!  Too many boys are lacking those!,happiness
@apizzle86: thanks!  and you being #80 just made my morning!,happiness
Little girls and their shallowness annoy me. On the good side i didnt straighten my hair at all today and it looks some what decent,happiness
@ninaaacooperrr don't not come in  i love you... and it's your last week and you need to see me..... you're hot,happiness
@Brokenromantic haha malamang as one of my chef.,happiness
"@MasterSavage  cool, i saw it now in the link thanks",happiness
"@MichelleZen i knew that, jus givin u a hard time hehe",happiness
I received some excellent birthday presents!  Party was the usual success.,happiness
@jennywoo42 we had bbq chicken pizza last night! (although it wasn't deep dish   glad to hear you had fun in p.r.!!,happiness
He brings SOOO much joy!! Show it!!  great song! ? http://blip.fm/~5z3oq,happiness
aww my son gave me a purple g shock for mother's day,happiness
@scalzi Happy frickin' birthday!  Try not to be too bitter about sharing your day with your lovely wife and all other mothers out there.,happiness
"I have seen Star Trek, so now you guys can't spoil it  If you haven't seen it, Go. Go now.",happiness
"Enjoying a great buffet brunch at Friends &amp; Bachus on St. Marks Road. The food, service &amp; ambience get a 4.0/5.0 Definitely coming back",happiness
@raenewman you called me? didn't get that.  nest time for sure. maybe i'll come to LA soon. i hella wana go to Disneyland.,happiness
Watering the plants at home. Drinking a delicious smoothie from morgans because my jamba exploded.,happiness
@JessMcFlyxxx gdgd well i better go and get ready for work :| haha have fun tonight  x x,happiness
nice hair and nowhere to go,happiness
"@LittleFletcher I saw the play of it here, it was amazing",happiness
"@Sazchik I'm in Devon this weekend! Cloudy, but dry.",happiness
@pauliniunia its the best show EVER!,happiness
@marykayte lucky! I still want those blue ones,happiness
new golf VI TSi 160HP is fast!,happiness
@mizzlianne that's so *sweet*..,happiness
"@robinmeyers Looks like you did the full Lincoln Marathon yesterday? That is awesome, the HM was tough for me",happiness
@maynaseric good luck with your auction,happiness
heading to Xtra-vision to get part 2 of Season 3 - CSI Miami baby!!!,happiness
"@sentimentalizzy lady in the water is pure bs, but i remember enjoying his other films.",happiness
"lol simpsons S20E19: &quot;first day at your new school, so lisa: have fun!   and bart:  DON'T!&quot;",happiness
Awaiting to watch lfctv @ 10am  liverpool vs newcastle game from yesterday!,happiness
Beautiful morning here in the mountains,happiness
@lancearmstrong I want a massage!!!,happiness
My car is home. Yay! $613.22 Boo!  I'm paying my mom in installments. I gave her $200 today. I so need to win the lottery. :\,happiness
@kluless65 I am doing fantastic JJJ!  You? Doing your questions already? teacher's pet!!,happiness
"@tamejhna I managed to find few places where you can combine fun, pleasure and savings but it took some planning though",happiness
@AlohaZen do u hav a garden? bunny probs r decidedly uncool.   thanks 4d link!,happiness
goooooood morning!,happiness
@Rachel_Pengov: Extremely so! I'm in an incredible mood,happiness
@fly_meaway I'm sorry hon  I know how it feels though...I'm usually crazy but at a family gathering I'd probably hold back like that also,happiness
"@bwmson And so very you.  You know I say it w/ nothing but love, dude.",happiness
@BrokePimpStyles Yep Yep! I plan to do nothing  That is bliss to me!,happiness
"@TheAllianceGuy thankies! btw, what part of scotland do you live in? I never got to visit the UK at all when I lived in Europe",happiness
@FrankIero Thats amazing quote indeed.Btw Have a nice weekend  !,happiness
@ProudKiwi thanks for the message - just worked out how to see them and reply!,happiness
@jtchan83 Woo Hoo! It's time to play &quot;Name That Twune&quot;,happiness
putting 3 new consultants to work this week. it's a good feeling!  congrats on your offers,happiness
"@hiracdelest who's the one always working now?  oh yeah, still me.",happiness
@SusanCosmos @speakgirl Thx 4 sharing!,happiness
He he ...Happy #star wars day! May the 4th be with you  Brilliant!!,happiness
"Grilled chicken, broccolli, and water.  Yummy and healthy. Well until I put butter on my veggies but whatever",happiness
"Just got done working with Nate today...got another 100%! Yippee!! He's going on vacation next week, so I have to brave Calc on my own.",happiness
just got home. today was fun,happiness
"@omarabid Hehehe  I didn't really know that! Well, use your blog or Twitter to suggest interesting topics for ppl to engage in",happiness
"@NinjaFanpire Anytime! I'm off ~ I can't match your stamina... my nice, warm, comfy bed is calling (screaming) my name...lol Night Ninja!",happiness
awesome lucky you,happiness
"getting ready to go read, pray, and go to bed. Enjoy the rest of the night",happiness
Im glad i can make sumone smile,happiness
@Praxilla My kids count down the days till Saturday. I hope it's something they remember all of their lives!,happiness
Happy Star Wars Day to you all,happiness
"11.40 AM. I don't wanna wake up. Shoo, roommate, shoo.",happiness
@erwin57 Peek-a-boo!! i can see you!!,happiness
"Getting Emilie in half an hour, should get up.... Have a nice day all! Talk later I hope",happiness
@SarinneJonas thats so cool,happiness
The wedding couldn't have been more perfect,happiness
"Oh! Northern Downpour was just on the radio! I mean, not from the CD or anything. But the normal radio station! Woohoo.",happiness
"Going shopping  Then Sunday dinner, round two :p",happiness
"also, Lipton's Sparkling Green Tea is gross",happiness
@DebbieFletcher haha i will remember that  xx,happiness
HAPPY MOTHER'S DAY TO ALL THE WONDERFUL MOTHERS IN THE WORLD!!! myself included...,happiness
support @jessicastrust trust and honor all your moms!  support #matternal health. happy moms day:  http://bit.ly/Bpekk,happiness
oh yes! Level 40,happiness
@ITTO88 dear ITTO what could possibly be THAT bad? Xo,happiness
Signing off for the night. Watching &quot;The Reader&quot; and I'm sure I'll snooze off at some point. Good night all,happiness
not letting anyone get me down  tired of taking on other people's pain all the time! I am a happy person with or without drama... om.....!,happiness
@susiecheng We all need that simple reminder-thx!,happiness
Awake. Husband snoring faintly by my side. So happy,happiness
"@PoisonIvy69 Fine thanks, not long now till Christmas....I'm excited",happiness
@erniehalter yay Happy Mothers Day to me  Screw burnt breakfast in bed I'll take some E.  (erniehalter live &gt; http://ustre.am/2VkO),happiness
I got a raise and praise!!!! Great way to start Monday off,happiness
"JONAS was absolutely heartwarming. Now, time for bed. Goodnight!  @Jonasbrothers",happiness
"@ykesha2001 yeah, I also had to do a paper.. I only have one more final left: algebra.. &amp; I take it on my birthday!!   (june 3)",happiness
@lilbumbles Happy Mother's Day to the only mother I have on my list!,happiness
Movie is pretty interesting actually. Gonna finish watching it.  probably seeing star trek tomorrow. &lt;3 ZQ. lol,happiness
what a great day,happiness
@nlouisem thanks!!,happiness
@sozah Morning Sunshine,happiness
"What a day, 12 hours work  But I'd really like my job, it's fabulous :b",happiness
Selling artwork+ risk game with the boys+ startrek= just what i needed. What a good day,happiness
@4everBrandy nice capture,happiness
@jeffparks naw...I'll keep you in. Turns out you have the odd nugget of wisdom.,happiness
Just took daughter to school. Still tired and still no voice. I know some people are happy!! LOL. Time to get ready for work,happiness
@Pimplepopper: Where did you get a copy? I wanna watch that also.,happiness
@drjoesDIYhealth weekend is going great  Yours?,happiness
i have to be at work at 5 am  ... thanks to me ppl will be getting their freakin starbucks. peace out ppls!,happiness
is surprising momma bear,happiness
Out for ultimate training. looking forward to the sunset!,happiness
YEHEY SUMMER!!  so exciteeeddd.. balme it on the a-a-a-a-a-alcohol.,happiness
Employee orientation for serco  yayy.. I'm excited/nervous!!!! Wish me luck!,happiness
Tiesto in Vicky Park - how excellent,happiness
I hope they re-run this nerdprom later-  sounds like they're having LOTS of fun.  Thanks all for the play-by-play,happiness
"@juliannebritton Ohhh, i really want to see Coraline, it seems really good",happiness
Guinness got 2 'new' toys from mom and dads house.  Hooray for free stuff,happiness
"I have lived through our band's first performance, and it was pretty damn fun.",happiness
@NikkiBons Happy Birthday Dork!! Lots of love for you today!!!  I wish I was there so I could buy you a drink   Make it a great night!,happiness
Wearing my new Victoria's Secret slippers,happiness
@jaackyx ha you'll do fine! just be positive!  &amp;aha i know huh. wht a long conversation. i remeber you and allyson did even lnger ones! x],happiness
HAPPY MOTHER'S DAYYYY!!!,happiness
just got a subponea,happiness
"overall, tonight's snl = epic win.",happiness
@hilaryjp  I have sun here,happiness
good morning people !! in good old germany is it soooo cold,happiness
living it up at empire hotel...free bottle service. it ROCKS having connections,happiness
"@Danny30011980 @Gavinmusic great pic,have to upload my pix tomo,I've no laptop tonight.",happiness
is wondering where all her friends went...,happiness
"@lovejones83 haha LOL  no one is effing cool as you, you got the Wu-Tang and P.E. t-shirts! You are gorgeous + represent at the same time",happiness
I  have always been a sucker for the sound of an acoustic guitar!,happiness
"@gracepoltrack Why yes I DO!!  ...Or rather, did. Just finished it! Starting Dead Like Me, lollll~",happiness
going to sleep. big beach day tommorow. love you guys. nite.,happiness
@ppittman you are not old!!! You're  just comfy! Like worn in sweats! Said with all the love my sarcastic heart can muster....,happiness
@TickleMeJoey goodnight baby loll jk night,happiness
@shortyyyy It was only $8.00 for the curtain and the two rugs  it makes bathing exciting hahaha!,happiness
AH! so nice to be back on bike commute although three days off and my (what google sez are called) my quadriceps literally screaming. gah,happiness
"Going home to enjoy what is left of the day - I can't believe how quickly this week flew by, no time for tweets",happiness
Lil cuz coming round today she 5  aww  haha,happiness
"1st place at competition, and superior.",happiness
I miss the concert Tuesday already. I'd really like a time machine to go see it again... It was so fun...,happiness
@_NyLana_ An! Happy Mother's Day!,happiness
"grrrr, cant even enjoy this b-e-a-utiful day! have to finish that -damned essay for philosophy",happiness
@EmilyYoung09 havin fun? x btw isnt it bowling? x  xx,happiness
"Radio:ACTIVE never gets old and never will  this is the 4th time i have listened to the cd (its on repeat) today, and still love it! =D",happiness
@lifeincyan Aren't randoms what it's about?!!!  I LOVE that it's Star Wars day - I didn't realise and I can't believe it's almost over!,happiness
Women in Science &amp; Technology conference in La Jolla - what an interesting day!  Met some really great people!,happiness
"went and got a pedicure and a manicure 2daii!!!! and den sunbathed all daii!!!! BEST DAY EVA!!!!! oh yeh,....did a teeny bit of study",happiness
@AnnaDiFilippo have fun without me pasty  &lt;33,happiness
@mangointhesky idk. The original is so great.,happiness
yeah .... just bought tickets for Pearl Jam in August,happiness
@missjerilee welcome to twitter my friend,happiness
@Xlex Glad you are happy!,happiness
@ACALLPRO -- yeahhh u wasnt thereeeeeeeeeee,happiness
cousin leon was born today,happiness
goodmorning !,happiness
@DVNT Cheers. Wish I had more fonts to play with,happiness
Headed to see friends new baby. Gave up trip to the lake cause of dance class. Such a good mama.,happiness
I like @catep36 already  (new follower to join in midst of zombies mayhem),happiness
@ a_mccallie WOW... I am replaced already??? I thought I am coming back with my steaks,happiness
"time to do some revision while listening to @direngrey albums non-stop all day, again!",happiness
"@Tiaantjee BTW: Does it offend you, yeah? - We are rockstars. Pretty ok.",happiness
"Ha, sure  hey, text me normal. 512 718 4879",happiness
Tribal Cafe.  Watermelon slush.  Natalie singing.  Ashley&quot;s birthday.  Love all around,happiness
Playing d.j in Ray's ride! On our way to have some delish sushi,happiness
Good morning from RSA Twitterverse!! Please send me some happy vibes &amp; cheerfulness today I'm feeling a little sad,happiness
@MR_Bill2030 And good morning to you too.,happiness
@rhettmatic happy birthday,happiness
@bunnyrenee thank you,happiness
"@ssnape Yes, though perhaps I wasn't thinking. I like vague. It seems a popper term for you.",happiness
"@Jenniferlai7 aww, me too. today has been good for me up until like 4?",happiness
I hereby proclaim it to officially be summer as it is AWESOME today! But I'm stuck inside a chilly office,happiness
@divadivachrissy lol wat u making me come all da way overr there for?v,happiness
got back from the embassy; missing one paper  go again on Monday!!!good luck me!!!,happiness
@rudedoodle thankyou,happiness
@Adam__Carter Good film,happiness
Ps... I got Ben Button today... completes my Best Picture noms....got all 5 now. It was a GREAT year!!,happiness
Thank god for Starbucks,happiness
"getting ready for the day, out then work till close",happiness
@supprintdesign oh i like that let me c,happiness
@affascinare hehee!! yea its supposed to sound mean.. hahhaa,happiness
What a beautiful day! Hangin with the guys Graham and Josiah  lol waiting for the others. If you wanna stop by come on over ;) with food,happiness
@elliottng congrats! My wife would oppose live tweeting birth too I'm sure,happiness
Having dinner @ Rainforest Cafe with Laura.,happiness
Happy Mother's Day!,happiness
I had an amazing night with my friends!!!  now I am losing my voice!,happiness
I finished @Melzer 's Zombie Chronicles a few days ago. It was bittersweet. Now I need something new for the gym,happiness
watched 17 again. sooo good!,happiness
Clive it's my birthday pat me  http://apps.facebook.com/dogbook/profile/view/6386106,happiness
"Good morning Tweepsland! Makin' it a great Monday! Huge shout out to all my followers .. muah, muah! I appreciate you all",happiness
@adnamay nite nite bday girl  have fun at concert,happiness
"Heading to the office through a very quiet Stockholm, at least its not sunny",happiness
WALES HERE I AM! 1st 2 weeks away in wales. but idk if the guys at school really like me...,happiness
